City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
46,college,64.8569,-147.8028,-14.0,62,100,1.54,US,1710405828
47,machico,32.7,-16.7667,19.45,82,20,0.0,PT,1710405828
48,tsiombe,-25.3,45.4833,36.47,34,0,3.43,MG,1710405829
49,waitangi,-43.9535,-176.5597,11.01,66,33,3.18,NZ,1710405829
50,puerto ayora,-0.7393,-90.3518,25.31,99,48,1.34,EC,1710405830
51,ridder,50.355,83.5133,-3.72,81,100,3.34,KZ,1710405830
52,sept-iles,50.2001,-66.3821,-1.71,95,100,2.06,CA,1710405732
53,rawson,-43.3002,-65.1023,14.26,40,0,9.53,AR,1710405831
54,margaret river,-33.95,115.0667,24.54,58,95,4.03,AU,1710405832
55,atuncolla,-15.6833,-70.15,8.67,80,100,2.3,PE,1710405832
56,marco island,25.9363,-81.7157,20.55,92,75,1.54,US,1710405833
57,albany,42.6001,-73.9662,8.75,77,93,1.34,US,1710405834
58,edinburgh of the seven seas,-37.0676,-12.3116,16.72,81,100,8.86,SH,1710405834
59,moranbah,-22.0016,148.0466,27.32,61,2,5.87,AU,1710405835
60,vilyuchinsk,52.9306,158.4028,2.15,92,100,8.9,RU,1710405835
61,biograd na moru,43.9433,15.4519,15.42,53,1,0.67,HR,1710405836
62,olonkinbyen,70.9221,-8.7187,-4.31,72,100,10.89,SJ,1710405836
63,midvagur,62.0511,-7.1939,4.46,75,75,13.38,FO,1710405837
64,benghazi,32.1167,20.0667,16.58,62,5,4.61,LY,1710405837
65,martapura,-3.4167,114.85,34.05,55,40,3.09,ID,1710405838
66,tura,25.5198,90.2201,32.64,17,15,3.9,IN,1710405839
67,ust-nera,64.5667,143.2,-26.26,99,84,0.43,RU,1710405839
68,masvingo,-20.0637,30.8277,34.82,25,5,3.08,ZW,1710405840
69,fale old settlement,-9.3852,-171.2468,29.6,71,10,4.41,TK,1710405840
70,nagqu,31.5,92.0,5.11,4,46,13.3,CN,1710405841
71,karratha,-20.7377,116.8463,32.59,58,26,8.88,AU,1710405841
72,mana,5.6592,-53.7767,25.56,88,46,4.69,GF,1710405842
73,tolanaro,-25.0319,46.9987,31.04,62,20,8.23,MG,1710405843
74,howard springs,-12.497,131.047,28.95,95,100,4.57,AU,1710405843
75,bredasdorp,-34.5322,20.0403,22.39,45,48,3.29,ZA,1710405844
76,camarinas,43.1311,-9.1817,15.52,93,98,10.44,ES,1710405844
77,lerwick,60.1545,-1.1494,8.0,78,36,11.55,GB,1710405845
78,atafu village,-8.5421,-172.5159,29.73,70,17,5.27,TK,1710405845
79,redding,40.5865,-122.3917,11.87,64,0,4.12,US,1710405686
80,prince rupert,54.3161,-130.3201,7.05,87,100,18.01,CA,1710405846
81,kodiak,57.79,-152.4072,-4.27,74,100,3.09,US,1710405847
82,tralee,52.2704,-9.7026,12.14,87,100,4.63,IE,1710405847
83,punta arenas,-53.15,-70.9167,5.06,75,0,11.32,CL,1710405736
84,port mathurin,-19.6833,63.4167,26.64,76,1,8.29,MU,1710405848
85,acarau,-2.8856,-40.12,25.85,87,100,3.61,BR,1710405849
86,chengzihe,45.3333,131.0667,-0.83,91,95,0.35,CN,1710405849
87,mingyue,43.1069,128.9217,7.79,34,15,4.62,CN,1710405850
88,thompson,55.7435,-97.8558,-8.91,86,100,1.54,CA,1710405748
89,fort st. john,56.2499,-120.8529,2.94,60,75,7.72,CA,1710405851
90,funafuti,-8.5243,179.1942,30.0,84,75,1.54,TV,1710405852
91,bathsheba,13.2167,-59.5167,26.34,83,40,7.72,BB,1710405852
92,ostersund,63.1792,14.6357,6.45,70,0,4.63,SE,1710405853
93,chios,38.3678,26.1358,14.92,77,40,2.06,GR,1710405853
94,st. john's,47.5649,-52.7093,1.55,96,100,8.49,CA,1710405854
95,jamestown,42.097,-79.2353,7.8,81,0,0.0,US,1710405775
96,okeechobee,27.2439,-80.8298,20.56,96,0,0.0,US,1710405855
97,zimmerman,45.4433,-93.59,8.28,45,0,4.12,US,1710405856
98,port lincoln,-34.7333,135.8667,18.17,83,67,9.96,AU,1710405856
99,afaahiti,-17.75,-149.2833,27.93,79,100,1.02,PF,1710405857
100,mugia,43.1041,-9.2179,15.51,94,99,10.99,ES,1710405857
101,kendraparha,20.5,86.4167,33.33,47,65,7.71,IN,1710405858
102,penzance,50.1186,-5.5371,11.62,100,75,11.32,GB,1710405858
103,hamilton,39.1834,-84.5333,15.69,72,20,3.09,US,1710405859
104,cidreira,-30.1811,-50.2056,21.83,91,3,3.21,BR,1710405859
105,ilulissat,69.2167,-51.1,-14.99,85,100,0.0,GL,1710405860
106,revda,56.801,59.9303,-0.14,89,100,4.87,RU,1710405860
107,val-d'or,48.1002,-77.7828,-3.95,93,40,1.03,CA,1710405861
108,new norfolk,-42.7826,147.0587,13.72,72,0,0.96,AU,1710405861
109,nar'yan-mar,67.6713,53.087,-8.83,93,92,5.36,RU,1710405862
110,bilibino,68.0546,166.4372,-21.91,100,38,2.09,RU,1710405862
111,talnakh,69.4865,88.3972,-15.44,82,95,6.19,RU,1710405863
112,kabansk,52.0486,106.6528,-1.91,55,100,2.14,RU,1710405863
113,prado,-17.3411,-39.2208,24.14,93,54,1.79,BR,1710405582
114,gebeit,21.0667,36.3167,35.05,28,6,3.67,SD,1710405864
115,caleta de carquin,-11.0925,-77.6267,21.85,91,47,1.83,PE,1710405865
116,pacific grove,36.6177,-121.9166,13.01,87,0,2.06,US,1710405866
117,tazacorte,28.629,-17.9293,19.54,82,20,3.58,ES,1710405866
118,demopolis,32.5176,-87.8364,13.97,88,0,0.0,US,1710405867
119,cogealac,44.55,28.5667,5.03,92,100,4.81,RO,1710405868
120,charters towers,-20.1,146.2667,28.2,56,97,4.0,AU,1710405868
121,petropavlovsk-kamchatsky,53.0452,158.6483,1.33,86,75,22.35,RU,1710405869
122,micheweni,-4.9667,39.8333,31.27,64,78,2.67,TZ,1710405869
123,andrews,32.3187,-102.5457,13.59,33,0,2.57,US,1710405870
124,festus,38.2206,-90.396,19.71,92,100,4.77,US,1710405870
125,sambalpur,21.45,83.9667,35.93,15,0,4.84,IN,1710405871
126,vila velha,-20.3297,-40.2925,24.41,96,20,1.54,BR,1710405579
127,hadibu,12.65,54.0333,28.84,59,24,6.1,YE,1710405872
128,murun-kuren,49.6342,100.1625,1.08,64,100,0.07,MN,1710405872
129,kargasok,59.0556,80.8572,-8.91,84,100,5.36,RU,1710405873
130,isafjordur,66.0755,-23.124,-1.98,74,100,5.66,IS,1710405874
131,san martin,-33.081,-68.4681,21.3,81,0,7.37,AR,1710405587
132,zouerate,22.7187,-12.4521,19.33,56,0,4.82,MR,1710405875
133,praia da vitoria,38.7333,-27.0667,17.14,77,40,7.44,PT,1710405876
134,davydovo,55.6097,38.8569,0.46,89,100,3.62,RU,1710405876
135,kununurra,-15.7667,128.7333,30.99,74,100,1.03,AU,1710405877
136,port alfred,-33.5906,26.891,19.54,92,87,2.68,ZA,1710405877
137,kirkwall,58.9848,-2.9587,7.76,81,20,6.69,GB,1710405878
138,cafayate,-26.073,-65.9761,22.92,77,96,1.28,AR,1710405878
139,kapa'a,22.0752,-159.319,22.99,92,20,4.12,US,1710405879
140,polyarnyy,69.1989,33.4478,-6.79,87,100,5.28,RU,1710405879
141,boromo,11.75,-2.9333,35.67,14,23,0.39,BF,1710405880
142,geraldton,-28.7667,114.6,30.23,51,0,11.32,AU,1710405880
143,hithadhoo,-0.6,73.0833,28.47,68,2,4.76,MV,1710405881
144,caxias,38.7031,-9.2767,16.37,87,75,3.58,PT,1710405881
145,guerrero negro,27.9769,-114.0611,15.09,75,70,7.01,MX,1710405882
146,pisco,-13.7,-76.2167,21.03,83,0,2.57,PE,1710405855
147,larreynaga,12.6769,-86.5719,23.65,65,0,1.87,NI,1710405883
148,newman,37.3138,-121.0208,12.8,46,0,6.26,US,1710405883
149,biltine,14.5333,20.9167,36.1,7,99,5.89,TD,1710405884
150,buka,40.8108,69.1986,1.72,93,100,4.66,UZ,1710405884
151,keflavik,64.0049,-22.5624,1.24,75,75,6.69,IS,1710405885
152,odda,60.0691,6.5457,6.18,99,100,4.83,NO,1710405885
153,callao,-12.0667,-77.15,24.29,78,75,3.6,PE,1710405839
154,margate,51.3813,1.3862,11.04,86,100,3.58,GB,1710405721
155,taroa,8.7058,171.2275,27.01,80,100,9.92,MH,1710405887
156,kaa-khem,51.6833,94.7333,-3.66,87,100,0.81,RU,1710405887
157,gao,16.6362,1.637,33.62,6,22,5.95,ML,1710405888
158,bamyan,34.75,67.25,-3.48,47,0,1.38,AF,1710405889
159,sandnessjoen,66.0217,12.6316,4.12,87,75,2.06,NO,1710405889
160,codrington,-38.2667,141.9667,14.76,71,36,7.21,AU,1710405890
161,ao luek,8.378,98.7212,36.07,52,84,2.64,TH,1710405890
162,santiago,-33.4569,-70.6483,21.44,50,0,1.54,CL,1710405304
163,berdigestyakh,62.0989,126.6992,-14.03,96,100,0.97,RU,1710405892
164,nuuk,64.1835,-51.7216,-6.66,93,75,0.51,GL,1710405892
165,susuman,62.7833,148.1667,-23.9,100,12,0.45,RU,1710405893
166,constantia,44.1833,28.65,5.39,89,100,4.63,RO,1710405730
167,al jawf,29.5,38.75,21.96,17,95,2.8,SA,1710405894
168,kolonia town,6.964,158.206,28.0,74,100,3.09,FM,1710405894
169,ketovo,55.355,65.3258,-4.46,85,100,4.96,RU,1710405895
170,naze,28.3667,129.4833,16.51,64,92,1.67,JP,1710405895
171,hasaki,35.7333,140.8333,13.22,45,3,3.96,JP,1710405896
172,sambava,-14.2667,50.1667,29.14,67,100,5.13,MG,1710405896
173,inarajan village,13.2736,144.7484,28.54,83,100,7.89,GU,1710405897
174,tadine,-21.55,167.8833,25.47,87,100,5.52,NC,1710405897
175,petukhovo,55.0692,67.9019,-5.91,89,100,5.39,RU,1710405898
176,nueva gerona,21.8833,-82.8,25.03,82,5,4.86,CU,1710405898
177,anadyr,64.75,177.4833,-14.72,78,40,3.0,RU,1710405899
178,gadzhiyevo,69.2551,33.3362,-7.41,89,100,5.0,RU,1710405899
179,bedele,8.456,36.353,26.59,34,23,2.5,ET,1710405900
180,garoua boulai,5.8833,14.55,31.18,33,100,1.55,CM,1710405901
181,plesetsk,62.708,40.2916,-0.33,97,100,3.87,RU,1710405902
182,tomatlan,19.9333,-105.25,17.58,76,49,1.21,MX,1710405902
183,olinda,-8.0089,-34.8553,25.85,100,75,1.54,BR,1710405828
184,tugulym,57.0591,64.6425,-0.93,76,100,3.44,RU,1710405904
185,badger,64.8,-147.5333,-14.05,68,100,1.54,US,1710405904
186,vorgashor,67.5833,63.95,-15.77,94,95,3.43,RU,1710405905
187,tromso,69.6496,18.957,-2.99,63,40,1.03,NO,1710405775
188,island harbour,50.724,-1.2758,11.67,88,100,3.58,GB,1710405906
189,hermanus,-34.4187,19.2345,23.22,58,22,3.62,ZA,1710405906
190,kupang,-10.1667,123.5833,28.32,100,75,1.54,ID,1710405907
191,trairi,-3.2778,-39.2689,24.75,92,100,2.06,BR,1710405908
192,xunchang,28.4543,104.715,19.49,49,60,1.23,CN,1710405908
193,calama,-22.4667,-68.9333,13.27,38,0,7.72,CL,1710405909
194,lazaro cardenas,17.9583,-102.2,21.48,88,47,1.58,MX,1710405909
195,sirjan,29.452,55.6814,17.95,16,19,2.98,IR,1710405910
196,ambon,-3.6954,128.1814,28.82,95,40,1.54,ID,1710405911
197,vallenar,-28.5708,-70.7581,18.27,70,0,0.58,CL,1710405911
198,remire-montjoly,4.9167,-52.2667,27.02,83,75,3.6,GF,1710405912
199,camocim,-2.9022,-40.8411,24.93,92,100,3.73,BR,1710405912
200,privolzhskiy,51.4,46.0333,-4.83,68,78,2.52,RU,1710405913
201,ancud,-41.8697,-73.8203,10.18,81,31,1.78,CL,1710405913
202,viransehir,37.2353,39.7631,16.36,40,100,6.86,TR,1710405914
203,isla vista,34.4133,-119.861,14.2,59,0,0.0,US,1710405914
204,taltal,-25.4,-70.4833,18.26,86,50,0.82,CL,1710405915
205,lebu,-37.6167,-73.65,12.65,93,97,4.04,CL,1710405915
206,uberaba,-19.7483,-47.9319,22.32,94,0,3.6,BR,1710405916
207,cueto,20.6439,-75.9356,23.29,91,17,2.99,CU,1710405916
208,vilyuysk,63.7553,121.6247,-15.0,85,100,1.34,RU,1710405917
209,taro,-8.3862,115.28,23.0,97,100,1.27,ID,1710405918
210,phibun mangsahan,15.2447,105.2291,35.99,44,77,5.64,TH,1710405918
211,ismayilli,40.779,48.1638,6.4,87,100,1.83,AZ,1710405919
212,nyandoma,61.669,40.1991,-0.26,99,100,4.0,RU,1710405919
213,qamdo,31.1667,97.2333,5.15,18,40,9.95,CN,1710405920
214,kanungu,-0.9575,29.7897,29.68,30,30,2.38,UG,1710405920
215,vanimo,-2.6741,141.3028,26.53,87,98,4.0,PG,1710405921
216,axim,4.8699,-2.2405,29.75,75,77,3.63,GH,1710405921
217,amahai,-3.3333,128.9167,28.21,78,100,2.51,ID,1710405922
218,saipan,15.1355,145.701,28.39,69,20,6.17,MP,1710405923
219,thulamahashi,-24.7246,31.1994,27.28,51,55,3.04,ZA,1710405923
220,lihue,21.9789,-159.3672,22.58,93,20,4.12,US,1710405924
221,tuy hoa,13.0833,109.3,27.84,62,32,3.8,VN,1710405924
222,iqaluit,63.7506,-68.5145,-18.15,71,100,0.0,CA,1710405925
223,pandan,14.0453,124.1694,26.35,82,14,5.19,PH,1710405925
224,inhambane,-23.865,35.3833,26.99,78,75,2.24,MZ,1710405926
225,sao joao da barra,-21.6403,-41.0511,24.12,85,81,1.41,BR,1710405926
226,coahuayana de hidalgo,18.7,-103.6583,20.28,68,98,1.85,MX,1710405927
227,igarka,67.4667,86.5833,-13.02,75,99,4.43,RU,1710405927
228,brookhaven,31.5791,-90.4407,15.95,97,29,3.12,US,1710405928
229,brisas de zicatela,15.8369,-97.0419,25.32,72,12,2.63,MX,1710405928
230,aswan,24.0934,32.907,29.61,11,0,2.57,EG,1710405929
231,nyagan,62.1406,65.3936,-7.26,77,25,4.21,RU,1710405929
232,guarapari,-20.6667,-40.4975,23.83,89,93,1.9,BR,1710405741
233,touros,-5.1989,-35.4608,26.82,86,90,2.72,BR,1710405930
234,paciran,-6.8767,112.3761,27.04,86,99,7.89,ID,1710405931
235,stanley,54.868,-1.6985,10.77,93,75,1.54,GB,1710405795
236,menongue,-14.6585,17.691,29.89,42,48,1.62,AO,1710405932
237,lompoc,34.6391,-120.4579,12.4,68,0,5.14,US,1710405932
238,rio preto da eva,-2.6994,-59.6997,23.34,99,69,1.08,BR,1710405933
239,la ronge,55.1001,-105.2842,-12.86,92,20,2.06,CA,1710405934
240,arkhangel'sk,64.5401,40.5433,-0.94,80,40,3.0,RU,1710405934
241,nogliki,51.8333,143.1667,-13.92,89,39,3.43,RU,1710405935
242,belmonte,-15.8631,-38.8828,24.85,89,12,1.37,BR,1710405935
243,zaozersk,69.4005,32.4476,-8.07,90,100,2.91,RU,1710405936
244,myitkyina,25.3833,97.4,31.71,22,51,0.57,MM,1710405936
245,puerto baquerizo moreno,-0.9,-89.6,26.14,82,79,0.73,EC,1710405937
246,pemangkat,1.1667,108.9667,28.3,75,40,6.12,ID,1710405938
247,san antonio de pale,-1.4014,5.6325,24.7,94,100,14.42,GQ,1710405938
248,sanibel,26.449,-82.0223,21.11,91,100,0.89,US,1710405939
249,plymouth,41.8334,-70.8328,6.04,83,75,0.0,US,1710405752
250,vryburg,-26.9566,24.7284,27.84,15,0,3.92,ZA,1710405940
251,ginir,7.1333,40.7,24.18,34,75,4.55,ET,1710405941
252,timimoun,29.2639,0.231,16.21,21,0,2.57,DZ,1710405941
253,dire,12.2833,-10.9667,31.22,16,35,1.46,ML,1710405942
254,chuhar jamali,24.3895,67.9923,31.71,14,0,2.32,PK,1710405942
255,kinablangan,7.6947,126.5503,26.29,85,92,3.26,PH,1710405943
256,santa cruz,-17.8,-63.1667,23.7,94,75,4.12,BO,1710405943
257,coquimbo,-29.9533,-71.3436,14.85,94,0,1.54,CL,1710405944
258,bouarfa,32.53,-1.95,13.25,60,3,2.35,MA,1710405944
259,umm kaddadah,13.6017,26.6876,37.83,7,96,3.33,SD,1710405945
260,playa del ingles,27.7567,-15.5787,19.86,83,46,3.39,ES,1710405911
261,raduzhny,62.0961,77.475,-11.08,73,58,4.52,RU,1710405946
262,baikonur,45.6167,63.3167,2.2,46,6,3.54,KZ,1710405946
263,kovdor,67.5662,30.4758,-5.5,93,100,2.65,RU,1710405947
264,egilsstadir,65.2653,-14.3948,-3.05,93,75,8.23,IS,1710405947
265,mahina,-17.5065,-149.489,28.87,74,100,1.54,PF,1710405948
266,bayevo,53.2833,80.7667,-7.6,86,100,6.49,RU,1710405949
